StAX processor created successfully
Starting file processing
Editors:
Кленовая улица - 5
Новэкс - 5
Зелёная горка - 5
Кончураиха - 5
Омск — Нижняя Омка — Усть-Тарка - 5
Кладбище - 5
Степной - 5
Солнечный - 5
улица Горбаня - 5
Школа №3 - 5
Школа №4 - 5
Микрорайон - 5
Боровая - 5
Ельцовка 2-я - 5
Новомихайловка - 5
Посёлок РМЗ - 5
Садовый - 5
Турнаевская улица - 5
улица 40 лет Победы - 5
Ложок - 5
улица 30 лет Победы - 5
улица Курчатова - 5
Агафониха - 5
ЦРБ - 5
Широкий переулок - 5
Заельцовская - 5
Золотые паруса - 5
Кондусла - 5
Чумыш - 5
Песчаная улица - 5
Военкомат - 5
Крутишка - 5
Кинтереп - 5
улица Шукшина - 5
Мороженое - 5
Болотная улица - 5
Порт-Артурская улица - 5
Дом культуры - 5
Кубовая улица - 5
Площадь Гарина-Михайловского - 5
Васильевка - 5
Планетная улица - 5
Новосибирскнефтепродукт - 5
Верхняя Тунгуска - 5
Железнодорожный переулок - 5
Мосиха - 5
Сиреневая улица - 5
Речпорт - 5
Ноль боль - 5
Комсомольский переулок - 5
переулок Ленина - 5
Майский переулок - 5
Тын - 5
ДК им. Кирова - 5
Томская улица - 5
Лебяжье - 5
Чингисы - Абрашино - 5
улица Дмитрия Шамшурина - 5
Барнаульская улица - 5
улица Героев Революции - 5
улица 25 лет Октября - 5
Успенка - 5
Нижняя улица - 5
Дубрава - 5
Болотное — Большая Чёрная - 5
Елбань - 5
Эдельвейс - 5
Старая Ювала — Елгай — Аптала - 5
Ереванская улица - 5
Жеребцово - 5
улица Карла Либкнехта - 5
Логовая улица - 5
улица Костычева - 5
Кавалерийская улица - 5
Бурлинская улица - 5
Новосибирск — Сокур - 5
Новая - 5
Лента - 5
Красноармейский переулок - 5
Вертковская - 5
улица Тюленина - 5
Вокзал Новосибирск-Главный - 5
Майский - 5
Танковая улица - 5
Водонапорная башня - 5
Балта - 5
ЭЛС�?Б - 5
улица Карбышева - 5
Сурья - 5
Павловка - 5
улица Романова - 5
улица Агафонова - 5
Печки-лавочки - 5
НГПУ - 5
Малые �?зылы - 5
улица Чернышевского - 5
МДМ Банк - 5
улица Зорге - 5
Автозапчасти - 5
Таганиха - 5
Горская улица - 5
улица Высоцкого - 5
Кыштовка — Орловка - 5
Жилмассив - 5
Краснофлотская улица - 5
Коллективная улица - 5
Трактовая улица - 5
Кабаклы - 5
Крахаль - 5
подъезд ко Крутологову - 5
улица Забобонова - 5
Продсиб - 5
Музыкальная школа - 5
Экспериментатор - 5
Радужная улица - 5
улица Братьев Гавриловых - 5
улица Серафимовича - 5
Оборонная улица - 5
Канарбуга - 5
3 - 4
Свободная улица - 4
Магазин «Кристалл» - 4
Вассино — Пятилетка - 4
Тараданово - 4
Первомайская - 4
Тихая улица - 4
Колхозный переулок - 4
улица Журавкова - 4
Больничная улица - 4
улица Ольги Жилиной - 4
улица Микрорайон - 4
Муниципальный банк - 4
Зональный институт - 4
Энергия - 4
Гранитная улица - 4
Сарыбалык - 4
Репьево - 4
Карьерная улица - 4
Варшавская улица - 4
Сеятель - 4
Красный Восток - 4
Октябрьский мост - 4
Юбилейный проспект - 4
улица Рыбакова - 4
Новогодняя улица - 4
Клиника Мешалкина - 4
Городок - 4
Вычислительный центр - 4
New York Pizza - 4
улица Льва Толстого - 4
Тимуровская улица - 4
Корнилово — Кармановка - 4
�?нститут теплофизики - 4
Полтавская улица - 4
улица Смирнова - 4
Горбольница - 4
Камышенская - 4
улица Дубравы - 4
Берёзовый переулок - 4
Школа №174 - 4
Жемчужная - 4
Элеваторская улица - 4
улица Авиастроителей - 4
Амба - 4
Тенистая улица - 4
Черновка - 4
Новосибирск-Восточный - 4
улица Шолохова - 4
Чахлово - 4
Оёш - 4
Вознесенка - 4
Малая - 4
Ломоносова - 4
Элеваторная улица - 4
улица Мусы Джалиля - 4
Автогенная улица - 4
Жилой дом (строящееся здание) - 4
Ленинская линия - 4
подъезд к Новоложникову - 4
Хабары - 4
Горская ул. - 4
2-я Линейная улица - 4
Озёрная - 4
Выдриха - 4
Черёмушки - 4
Ростелеком - 4
Родник - 4
улица Дмитрия Пахомова - 4
Листвянка - 4
Киевка - 4
переулок Матросова - 4
Калининская улица - 4
Восточное шоссе - 4
Олимпийская - 4
Мегас - 4
Ателье №18 - 4
улица Ярославского - 4
Вороново - 4
Краеведческий музей - 4
Дорожный переулок - 4
Золотая нива - 4
Весенняя - 4
Новосибирская ГЭС - 4
Шлагбаум - 4
Школа №5 - 4
улица Свободы - 4
Лесной проезд - 4
Рощинская улица - 4
Ключевская улица - 4
улица Жданова - 4
улица Спирякова - 4
Михайловский - 4
Телевышка - 4
Бегом к нам - 4
Завод "Сибтекстильмаш" - 4
Профилакторий - 4
ТрансКредитБанк - 4
Фермерская улица - 4
Лыжная база - 4
Улица Мира - 4
Сокольническая улица - 4
Горькое озеро - 4
Экваторная - 4
Рынок Обской - 4
АЗС Сиб�?нтерТех - 4
Площадь Станиславского - 4
Коммунистический переулок - 4
бульвар Молодёжи - 4
Барышево - 4
Лесосечная - 4
Евсино - 4
Моховое - 4
Шарап - 4
Юбилейный - 4
Проспект Строителей - 4
Малышево - 4
Петровский - 4
Суши Терра - 4
Бердск - 4
Городская клиническая больница скорой медицинской помощи №2 - 4
улица Декабристов - 4
улица Бородина - 4
Коченёво - 4
Мельниково — Кожевниково — �?зовка - 4
улица Шапошникова - 4
улица Стасова - 4
�?КЭМ - 4
Прокуратура - 4
улица Николая Островского - 4
Коммунстроевская улица - 4
Ключи - 4
улица Забалуева - 4
ДОЦ им.Тюленина - 4
Завод Медпрепаратов - 4
Татарская улица - 4
Холди Дискаунтер - 4
улица Пирогова - 4
подъезд к Новобибеево - 4
Холодная - 4
Колтырак - 4
улица Панфиловцев - 4
Малый �?к - 4
Киевская улица - 4
�?рмень - 4
улица Печатников - 4
Нефтебаза - 4
2926 км - 4
Воскресенка - 4
Речкуновка - 4
1-й Красногорский переулок - 4
Автокомбинат - 4
�?ндустриальная - 4
Боровое - 4
Криводановка - 4
Центральный - 4
подъезд к Кривояшу - 4
�?нститут гидродинамики - 4
Воскова - 4
Бол Барлак - 4
Уралсиб - 4
Кайлы - 4
пл. Сибиряков-Гвардейцев - 4
Краснохуторская улица - 4
Сарбоян - 4
Тасино - 4
улица Закраевского - 4
Метро "Красный проспект" - 4
Бульвар - 4
Октябрьский рынок - 4
Корс - 4
Прокатная улица - 4
Анюшка - 4
улица Бердышева - 4
Семеновский - 4
Моя Аптека - 4
Фабричный переулок - 4
�?льинка - 4
Тепличная - 4
Цветы - 4
1-й Телевизионный переулок - 4
Чёминский жилмассив - 4
Мирная улица - 4
улица Братьев Жёлтиковых - 4
Телевизионная улица - 4
Рабочая - 4
Кафе - 4
Химзавод - 4
улица Паласса - 4
улица Дещенко - 4
�?нститут Ядерной физики - 4
левая терь - 4
ГУМ «Россия» - 4
Детский сад, ясли - 4
Мороженое "�?нмарко" - 4
�?ндустриальная улица - 4
Левобережный - 4
улица Вахтангова - 4
Фрукты - 4
улица Далидовича - 4
улица Гайдара - 4
Подъезд к Лебяжье-Асаново - 4
Ноль Боль - 4
Овощехранилище "Осень" - 4
Пожарное депо - 4
Набережный переулок - 4
Большая - 4
улица Демьяна Бедного - 4
Верх-Майзас — Старый Майзас - 4
улица Луначарского - 4
ДК им. Попова - 4
подъезд к Воскресенке - 4
Центральный переулок - 4
Почта - 4
Черепаново - 4
Универмаг - 4
Сибирь - 4
Завьялово — Новоабышево - 4
Карасукская улица - 4
ТП - 4
Барьерная улица - 4
Мезениха - 4
Мочище - 4
Магазин «Телевизоры» - 4
улица Солидарности - 4
улица Ласточкина - 4
Мелиоративная улица - 4
Спирино - 4
улица Сакко и Ванцетти - 4
Лесная Поляна - 4
Сума - 4
Северный микрорайон - 4
3277 км - 4
Восточная - 4
улица 70 лет Октября - 4
Юность - 4
Тюменская улица - 4
Магнит - 4
улица Плахотного - 4
улица Аксёнова - 4
Раздольная улица - 4
Родничок - 4
Левобережный Банк - 4
Марусино - 4
2-я Станционная улица - 4
Казанка - 4
Шоссейный переулок - 4
Подъезд к Чахлово - 4
Ботаническая улица - 4
Петровка - 4
Оренбургская улица - 4
Ядринцевская улица - 4
Магистральная улица - 4
Промышленная — Журавлёво - 4
Алексеевский - 4
Беловежская улица - 4
Военная улица - 4
ЗАГС - 4
Монетка - 4
лебяжка - 4
АЗС Беркут - 4
Часовая улица - 4
Кирпичный завод - 4
подъезд к Болотному - 4
Планировочная улица - 4
Мошково - 4
Хозяйственный корпус - 4
Тракторная улица - 4
Переездный переулок - 4
Новосибирск-Южный - 4
Короткая улица - 4
Кандереп - 4
�?пподром - 4
улица Попова - 4
Кабанье - 4
Полевая - 4
Светлый - 4
Пашино - 4
улица Шумихина - 4
Чебула - 4
улица Тружеников - 4
Киик - 4
Гимназия №1 - 3
Шагалка - 3
Ключевая улица - 3
4 - 3
6 - 3
7 - 3
Заобская улица - 3
Монумент Славы - 3
Быструха - 3
улица Маковского - 3
улица Краузе - 3
Промстрой - 3
Кучук - 3
Геодезическая - 3
Тепловая станция - 3
Беляши - 3
38 км - 3
�?зырак - 3
Кофе Хаус - 3
улица Новый Строй - 3
Орион - 3
Юрга I - 3
Сибирская ярмарка - 3
Комсомольская - 3
Троицкая улица - 3
Учительская ул. - 3
Автономная улица - 3
Кордон - 3
Гостиница Северная - 3
Загородная улица - 3
Богословка - 3
Советская - 3
АТП - 3
Новогутово - 3
Веселовское - 3
Кувшинка - 3
Ордынская улица - 3
Курья - 3
Боровой переулок - 3
1-й Советский переулок - 3
елгин - 3
Алданская улица - 3
подъезд к Кубовой - 3
Озерки - 3
Мост - 3
Алеус - 3
Омский тракт - 3
Янтарная улица - 3
Университетский проспект - 3
Трактовый - 3
Шелаболиха - 3
Линейный переулок - 3
Театральная улица - 3
Монро - 3
улица 9-й Гвардейской Дивизии - 3
Западный переулок - 3
Большой Елбаш - 3
Мира - 3
Продукты 24 - 3
Кайласка - 3
Кокошино - 3
Белорусская улица - 3
Степная - 3
Чулымская - 3
Музей - 3
Новогодняя - 3
1-й �?нюшенский переулок - 3
проспект Строителей - 3
ул. Достоевского - 3
Храм архангела Михаила - 3
Роща - 3
Насосная станция - 3
�?нститут неорганической химии им. Николаева - 3
Кабинетное - 3
оз. Чистое - 3
Логовой - 3
